Number,Company Name,Year,Revenue,Source,Discrepancy,Classement having discrepancy,Notes,Conglomerate,Public
NA,NA,2012,86211,2015,72133,NA,NA,NA,NA
NA,NA,2011,66064,2014,NA,NA,NA,NA,NA
NA,NA,2010,72078,2011,NA,NA,No 176 pic,NA,NA
NA,NA,2009,48980,2011,49008,2010,NA,NA,NA
NA,NA,2008,44373,2010,45084,2009,NA,NA,NA
NA,NA,2007,43247,2009,43249,2008,NA,NA,NA
NA,NA,2006,41056,2008,NA,NA,NA,NA,NA
65,CENTRALE LAITIERE NORD OUEST-LAINO (GROUPE DELICE),2014,130371,2016,NA,NA,NA,1,NA
NA,NA,2013,102513,2016,NA,NA,NA,NA,NA
NA,NA,2012,94975,2015,NA,NA,NA,NA,NA
NA,NA,2011,93882,2014,NA,NA,NA,NA,NA
NA,NA,2010,92700,2012,NA,NA,NA,NA,NA
NA,NA,2009,75323,2011,NA,NA,NA,NA,NA
NA,NA,2008,58429,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
66,BSB SA,2014,127801,2016,NA,NA,NA,0,NA
NA,NA,2013,92753,2016,120770,2015,NA,NA,NA
NA,NA,2012,94000,2015,83221,2014,NA,NA,NA
NA,NA,2011,67607,2014,NA,NA,NA,NA,NA
NA,NA,2010,61000,2011,NA,NA,NA,NA,NA
NA,NA,2009,64000,2011,NA,NA,NA,NA,NA
NA,NA,2008,64700,2010,NA,NA,NA,NA,NA
NA,NA,2007,49500,2009,59500,2008,NA,NA,NA
NA,NA,2006,52000,2008,NA,NA,NA,NA,NA
67,STE TUNISIENNE FILTRES- MISFAT,2014,127488,2016,NA,NA,NA,0,0
NA,NA,2013,123933,2016,NA,NA,NA,NA,NA
NA,NA,2012,103850,2015,NA,NA,NA,NA,NA
NA,NA,2011,99000,2011,NA,NA,NA,NA,NA
NA,NA,2010,88000,2011,82000,2010,NA,NA,NA
NA,NA,2009,41000,2010,38158,2009,NA,NA,NA
NA,NA,2008,33286,2009,NA,NA,NA,NA,NA
NA,NA,2007,34805,2008,NA,NA,NA,NA,NA
NA,NA,2006,28337,2008,NA,NA,NA,NA,NA
69,AGENCE TECHNIQUE TRANSPORTS TERRESTRES,2014,123000,2016,NA,NA,NA,0,1
NA,NA,2013,117130,2016,NA,NA,NA,NA,NA
NA,NA,2012,110102,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,39007,2011,NA,NA,NA,NA,NA
NA,NA,2009,36029,2011,42514,2010,NA,NA,NA
NA,NA,2008,40590,2010,40493,2009,NA,NA,NA
NA,NA,2007,39307,2009,NA,NA,NA,NA,NA
NA,NA,2006,36404,2008,NA,NA,NA,NA,NA
73,MEDCOM (GROUPE LOUKIL),2014,118000,2016,NA,NA,NA,1,0
NA,NA,2013,126000,2016,NA,NA,NA,NA,NA
NA,NA,2012,238000,2015,NA,NA,NA,NA,NA
NA,NA,2011,258000,2014,NA,NA,NA,NA,NA
NA,NA,2010,300000,2012,NA,NA,NA,NA,NA
NA,NA,2009,238000,2011,NA,NA,NA,NA,NA
NA,NA,2008,204000,2010,NA,NA,NA,NA,NA
NA,NA,2007,122000,2009,NA,NA,NA,NA,NA
NA,NA,2006,58592,2008,NA,NA,NA,NA,NA
80,TUNISAIR TECHNICS,2014,112516,2016,NA,NA,NA,0,0
NA,NA,2013,94034,2016,NA,NA,NA,NA,NA
NA,NA,2012,108893,2015,NA,NA,NA,NA,NA
NA,NA,2011,143407,2014,NA,NA,NA,NA,NA
NA,NA,2010,115000,2012,125000,2011,NA,NA,NA
NA,NA,2009,121034,2011,NA,NA,NA,NA,NA
NA,NA,2008,95002,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
82,LES CIMENTS OUM EL KELIL- CIOK,2014,109000,2016,NA,NA,NA,0,1
NA,NA,2013,100418,2016,NA,NA,NA,NA,NA
NA,NA,2012,111564,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,121781,2011,NA,NA,NA,NA,NA
NA,NA,2009,97509,2011,NA,NA,NA,NA,NA
NA,NA,2008,104187,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
83,MANUFACTURE TABACS KAIROUAN- MTK,2014,108937,2016,NA,NA,NA,0,1
NA,NA,2013,98324,2016,NA,NA,NA,NA,NA
NA,NA,2012,250288,2014,NA,NA,NA,NA,NA
NA,NA,2011,240634,2014,NA,NA,NA,NA,NA
NA,NA,2010,218605,2012,NA,NA,NA,NA,NA
NA,NA,2009,172471,2011,172172,2010,NA,NA,NA
NA,NA,2008,158014,2010,NA,NA,NA,NA,NA
NA,NA,2007,150363,2009,57554,2008,NA,NA,NA
NA,NA,2006,61183,2008,NA,NA,NA,NA,NA
87,COMPTOIR GENERAL PHARMACEUTIQUE- COGEPHA,2014,99127,2016,NA,NA,NA,0,NA
NA,NA,2013,96672,2016,95785,2015,NA,NA,NA
NA,NA,2012,99597,2015,NA,NA,NA,NA,NA
NA,NA,2011,94500,2014,NA,NA,NA,NA,NA
NA,NA,2010,98306,2012,NA,NA,NA,NA,NA
NA,NA,2009,101134,2011,NA,NA,NA,NA,NA
NA,NA,2008,88222,2010,87400,2009,NA,NA,NA
NA,NA,2007,71800,2009,72000,2008,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
90,SOCIETE TTS (GROUPE TTS),2014,97136,2016,NA,NA,NA,1,1
NA,NA,2013,77500,2016,NA,NA,NA,NA,NA
NA,NA,2012,73408,2015,NA,NA,NA,NA,NA
NA,NA,2011,69303,2014,NA,NA,NA,NA,NA
NA,NA,2010,25246,2011,NA,NA,NA,NA,NA
NA,NA,2009,28187,2011,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
94,FUBA PRINTED CIRCUITS TUNISIE SA (GROUPE ONE TECH),2014,90707,2016,NA,NA,NA,1,0
NA,NA,2013,72579,2016,72810,2015,NA,NA,NA
NA,NA,2012,59520,2015,59519,2014,NA,NA,NA
NA,NA,2011,72091,2014,NA,NA,NA,NA,NA
NA,NA,2010,61800,2011,NA,NA,NA,NA,NA
NA,NA,2009,45400,2011,NA,NA,NA,NA,NA
NA,NA,2008,49100,2010,49527,2009,NA,NA,NA
NA,NA,2007,44210,2009,45000,2008,NA,NA,NA
NA,NA,2006,33000,2008,NA,NA,NA,NA,NA
101,STE MEUNIERE TUNISIENNE- SMT (GROUPE HACHICHA),2014,84445,2016,NA,NA,NA,1,0
NA,NA,2013,88969,2016,NA,NA,NA,NA,NA
NA,NA,2012,77382,2015,NA,NA,NA,NA,NA
NA,NA,2011,78624,2014,NA,NA,NA,NA,NA
NA,NA,2010,83000,2011,NA,NA,NA,NA,NA
NA,NA,2009,83000,2011,NA,NA,NA,NA,NA
NA,NA,2008,80000,2010,NA,NA,NA,NA,NA
NA,NA,2007,71197,2008,NA,NA,No entry,NA,NA
NA,NA,2006,59938,2008,NA,NA,NA,NA,NA
102,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,2014,83632,2016,NA,NA,NA,0,1
NA,NA,2013,87955,2016,NA,NA,NA,NA,NA
NA,NA,2012,81209,2015,NA,NA,NA,NA,NA
NA,NA,2011,72070,2014,NA,NA,NA,NA,NA
NA,NA,2010,62580,2011,NA,NA,NA,NA,NA
NA,NA,2009,56024,2011,NA,NA,NA,NA,NA
NA,NA,2008,50547,2010,NA,NA,NA,NA,NA
NA,NA,2007,50061,2009,9819,2008,NA,NA,NA
NA,NA,2006,6980,2008,NA,NA,NA,NA,NA
107,STE CONDITIONNEMENT HUILES OLIVES- CHO,2014,76000,2016,NA,NA,NA,0,0
NA,NA,2013,99415,2016,NA,NA,NA,NA,NA
NA,NA,2012,64105,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,78801,2011,NA,NA,NA,NA,NA
NA,NA,2009,110631,2011,58646,2010,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2007,109281,2008,NA,NA,NA,NA,NA
NA,NA,2006,110382,2008,NA,NA,NA,NA,NA
109,FLORUS DISTRIBUTION SARL,2014,74600,2016,NA,NA,NA,0,0
NA,NA,2013,70100,2016,70000,2015,NA,NA,NA
NA,NA,2012,68000,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,53000,2011,NA,NA,NA,NA,NA
NA,NA,2009,51200,2011,NA,NA,NA,NA,NA
NA,NA,2008,51500,2010,NA,NA,NA,NA,NA
NA,NA,2007,49300,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
114,AGENCE FONCIERE HABITATION- AFH,2014,72075,2016,NA,NA,NA,0,1
NA,NA,2013,71149,2016,NA,NA,NA,NA,NA
NA,NA,2012,77677,2014,NA,NA,NA,NA,NA
NA,NA,2011,76000,2014,NA,NA,NA,NA,NA
NA,NA,2010,85000,2011,NA,NA,NA,NA,NA
NA,NA,2009,72000,2011,NA,NA,NA,NA,NA
NA,NA,2008,57000,2010,59900,2009,NA,NA,NA
NA,NA,2007,74500,2009,72000,2008,NA,NA,NA
NA,NA,2006,62000,2008,NA,NA,NA,NA,NA
115,NESTLE TUNISIE,2014,72000,2016,NA,NA,NA,0,0
NA,NA,2013,NA,NA,NA,NA,no entry,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
119,TRANSTU,2014,70000,2016,NA,NA,NA,0,1
NA,NA,2013,68679,2016,NA,NA,NA,NA,NA
NA,NA,2012,67882,2015,52948,2014,NA,NA,NA
NA,NA,2011,54490,2014,NA,NA,NA,NA,NA
NA,NA,2010,70846,2011,NA,NA,NA,NA,NA
NA,NA,2009,74189,2011,78800,2010,NA,NA,NA
NA,NA,2008,84200,2010,140327,2009,NA,NA,NA
NA,NA,2007,133453,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
126,BONNA TUNISIE,2014,65112,2016,NA,NA,NA,0,NA
NA,NA,2013,46000,2016,NA,NA,NA,NA,NA
NA,NA,2012,37000,2015,NA,NA,NA,NA,NA
NA,NA,2011,33000,2014,NA,NA,NA,NA,NA
NA,NA,2010,33100,2011,NA,NA,NA,NA,NA
NA,NA,2009,38700,2011,NA,NA,NA,NA,NA
NA,NA,2008,36000,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
127,STE TRACTEURS DIESEL- SOTRADIES,2014,65000,2016,NA,NA,NA,0,1
NA,NA,2013,70000,2016,NA,NA,NA,NA,NA
NA,NA,2012,62000,2015,61340,2014,NA,NA,NA
NA,NA,2011,41112,2014,NA,NA,NA,NA,NA
NA,NA,2010,41958,2011,NA,NA,NA,NA,NA
NA,NA,2009,34305,2011,NA,NA,NA,NA,NA
NA,NA,2008,38000,2009,NA,NA,NA,NA,NA
NA,NA,2007,32000,2009,27500,2008,NA,NA,NA
NA,NA,2006,23000,2008,NA,NA,NA,NA,NA
130,COMET,2014,62730,2016,NA,NA,NA,0,0
NA,NA,2013,67250,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
138,PROSID,2014,56310,2016,NA,NA,NA,0,0
NA,NA,2013,66433,2016,NA,NA,NA,NA,NA
NA,NA,2012,57428,2015,NA,NA,NA,NA,NA
NA,NA,2011,53063,2014,NA,NA,NA,NA,NA
NA,NA,2010,63047,2011,NA,NA,NA,NA,NA
NA,NA,2009,53557,2011,NA,NA,NA,NA,NA
NA,NA,2008,82005,2009,NA,NA,NA,NA,NA
NA,NA,2007,64705,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
141,SOCIETE EL ATHIR,2014,56000,2016,NA,NA,NA,0,1
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,MEUBLATEX INDUSTRIES (GROUPE MEUBLATEX ET EL MOURADI),2014,55654,2016,NA,NA,NA,1,0
NA,NA,2013,55510,2016,NA,NA,NA,NA,NA
NA,NA,2012,55588,2015,NA,NA,NA,NA,NA
NA,NA,2011,61631,2014,NA,NA,NA,NA,NA
NA,NA,2010,66679,2011,NA,NA,NA,NA,NA
NA,NA,2009,68670,2011,NA,NA,NA,NA,NA
NA,NA,2008,66819,2009,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
146,STE CHAHIA (GROUPE TRIKI),2014,53300,2016,NA,NA,NA,1,0
NA,NA,2013,49700,2016,49820,2015,NA,NA,NA
NA,NA,2012,50520,2015,NA,NA,NA,NA,NA
NA,NA,2011,40120,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,31804,2010,NA,NA,NA,NA,NA
NA,NA,2008,29000,2009,NA,NA,NA,NA,NA
NA,NA,2007,23500,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
148,SAYARA,2014,53000,2016,NA,NA,NA,0,1
NA,NA,2013,48000,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
150,IGL DISTRIBUTION (GROUPE IGL),2014,51394,2016,NA,NA,NA,1,0
NA,NA,2013,56948,2016,NA,NA,NA,NA,NA
NA,NA,2012,65284,2015,NA,NA,NA,NA,NA
NA,NA,2011,72305,2014,NA,NA,NA,NA,NA
NA,NA,2010,59034,2011,NA,NA,NA,NA,NA
NA,NA,2009,46730,2011,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,STE TNNE MINOTERIE SEMOULERIE- SOTUMIS,2014,45614,2016,NA,NA,NA,0,0
NA,NA,2013,43728,2016,NA,NA,NA,NA,NA
NA,NA,2012,41574,2015,NA,NA,NA,NA,NA
NA,NA,2011,45020,2014,NA,NA,NA,NA,NA
NA,NA,2010,44383,2011,NA,NA,NA,NA,NA
NA,NA,2009,40228,2011,NA,NA,NA,NA,NA
NA,NA,2008,35787,2009,NA,NA,NA,NA,NA
NA,NA,2007,27000,2009,NA,NA,NA,NA,NA
NA,NA,2006,22901,2008,NA,NA,NA,NA,NA
164,CENTRALE LAITIERE SIDI BOUZID (GROUPE DELICE),2014,45526,2016,NA,NA,NA,1,1
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
165,ASSAD INTERNATIONAL,2014,45300,2016,NA,NA,NA,0,1
NA,NA,2013,35000,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
167,STE BENETTON MANUFACTURING TUNISIA,2014,44538,2016,NA,NA,NA,0,0
NA,NA,2013,54547,2016,NA,NA,NA,NA,NA
NA,NA,2012,61000,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
169,SERGAZ,2014,43194,2016,NA,NA,NA,0,NA
NA,NA,2013,48370,2016,NA,NA,NA,NA,NA
NA,NA,2012,45581,2015,45000,2014,NA,NA,NA
NA,NA,2011,35697,2014,NA,NA,NA,NA,NA
NA,NA,2010,35893,2011,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
172,STE NOUVELLE ACCUMULATEUR NOUR- SNA,2014,42004,2016,NA,NA,NA,0,1
NA,NA,2013,8384,2016,20620,2015,NA,NA,NA
NA,NA,2012,16329,2015,NA,NA,NA,NA,NA
NA,NA,2011,12835,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,18135,2010,NA,NA,NA,NA,NA
NA,NA,2008,18530,2010,NA,NA,NA,NA,NA
NA,NA,2007,15600,2009,18600,2008,NA,NA,NA
NA,NA,2006,14160,2008,NA,NA,NA,NA,NA
176,STE BOISSON CAP BON- SBC (GROUPE DELICE),2014,41747,2016,NA,NA,NA,1,1
NA,NA,2013,48220,2016,NA,NA,NA,NA,NA
NA,NA,2012,39157,2015,NA,NA,NA,NA,NA
NA,NA,2011,34148,2014,NA,NA,"""SBC""",NA,NA
NA,NA,2010,26014,2011,NA,NA,NA,NA,NA
NA,NA,2009,24406,2011,NA,NA,NA,NA,NA
NA,NA,2008,20908,2009,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
182,STRAMIFLEX,2014,40000,2016,NA,NA,NA,0,0
NA,NA,2013,37665,2016,NA,NA,NA,NA,NA
NA,NA,2012,35873,2015,41433,NA,NA,NA,NA
NA,NA,2011,37599,2014,NA,NA,NA,NA,NA
NA,NA,2010,35046,2011,NA,NA,"""STRAMICA (STRAMIFLEX)""",NA,NA
NA,NA,2009,30092,2011,NA,NA,NA,NA,NA
NA,NA,2008,30187,2009,NA,NA,NA,NA,NA
NA,NA,2007,26141,2009,NA,NA,NA,NA,NA
NA,NA,2006,22367,2008,NA,NA,NA,NA,NA
185,LES IND ALIMENTAIRES RANDA (GROUPE HACHICHA),2014,39871,2016,NA,NA,NA,1,0
NA,NA,2013,55302,2016,NA,NA,NA,NA,NA
NA,NA,2012,44770,2015,NA,NA,NA,NA,NA
NA,NA,2011,44983,2014,NA,NA,NA,NA,NA
NA,NA,2010,44000,2011,NA,NA,NA,NA,NA
NA,NA,2009,45000,2011,NA,NA,NA,NA,NA
NA,NA,2008,49670,2009,NA,NA,NA,NA,NA
NA,NA,2007,46064,2009,NA,NA,NA,NA,NA
NA,NA,2006,39447,2008,NA,NA,NA,NA,NA
187,INTEGRA PARTNERS,2014,39116,2016,NA,NA,NA,0,NA
NA,NA,2013,36931,2016,NA,NA,NA,NA,NA
NA,NA,2012,32670,2015,NA,NA,NA,NA,NA
NA,NA,2011,27417,2014,NA,NA,NA,NA,NA
NA,NA,2010,32308,2011,NA,NA,NA,NA,NA
NA,NA,2009,25605,2011,NA,NA,NA,NA,NA
NA,NA,2008,27400,2009,NA,NA,NA,NA,NA
NA,NA,2007,13900,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
189,STE PROD VIANDES AVICOLES MOKNINE- SOPROVAM,2014,38859,2016,NA,NA,NA,0,0
NA,NA,2013,40013,2016,NA,NA,NA,NA,NA
NA,NA,2012,34709,2015,NA,NA,NA,NA,NA
NA,NA,2011,32767,2014,NA,NA,NA,NA,NA
NA,NA,2010,32089,2011,NA,NA,NA,NA,NA
NA,NA,2009,31429,2011,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
190,ATTIJARI LEASING,2014,38701,2016,NA,NA,NA,0,1
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
196,TUNISAVIA,2014,37272,2016,NA,NA,NA,0,0
NA,NA,2013,31718,2016,31720,2015,NA,NA,NA
NA,NA,2012,18679,2015,NA,NA,NA,NA,NA
NA,NA,2011,20784,2014,NA,NA,NA,NA,NA
NA,NA,2010,24242,2011,NA,NA,NA,NA,NA
NA,NA,2009,24910,2011,NA,NA,NA,NA,NA
NA,NA,2008,23141,2009,NA,NA,NA,NA,NA
NA,NA,2007,14692,2009,NA,NA,NA,NA,NA
NA,NA,2006,11584,2008,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,SEREPT,2014,36155,2016,NA,NA,NA,0,1
NA,NA,2013,32816,2016,NA,NA,NA,NA,NA
NA,NA,2012,31000,2015,NA,NA,NA,NA,NA
NA,NA,2011,29220,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,20773,2009,NA,NA,NA,NA,NA
NA,NA,2007,19746,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
201,STE REGIONALE TRANSPORT BIZERTE,2014,35595,2016,NA,NA,NA,0,1
NA,NA,2013,30426,2016,14777,2015,NA,NA,NA
NA,NA,2012,13565,2015,14000,2014,NA,NA,NA
NA,NA,2011,13000,2014,NA,NA,NA,NA,NA
NA,NA,2010,24265,2011,NA,NA,NA,NA,NA
NA,NA,2009,22564,2011,NA,NA,NA,NA,NA
NA,NA,2008,12749,2009,NA,NA,NA,NA,NA
NA,NA,2007,11498,2009,NA,NA,NA,NA,NA
NA,NA,2006,10527,2008,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,STE DETERGENTS TUNISIE- SODET,2014,34909,2016,NA,NA,NA,0,0
NA,NA,2013,30170,2016,NA,NA,NA,NA,NA
NA,NA,2012,25515,2015,NA,NA,NA,NA,NA
NA,NA,2011,22479,2014,NA,NA,NA,NA,NA
NA,NA,2010,18820,2011,NA,NA,NA,NA,NA
NA,NA,2009,16391,2011,NA,NA,NA,NA,NA
NA,NA,2008,18340,2009,NA,NA,NA,NA,NA
NA,NA,2007,14710,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
207,SERVITRA,2014,34043,2016,NA,NA,NA,0,1
NA,NA,2013,20562,2016,NA,NA,NA,NA,NA
NA,NA,2012,14000,2015,NA,NA,NA,NA,NA
NA,NA,2011,11200,2014,NA,NA,NA,NA,NA
NA,NA,2010,11868,2011,NA,NA,NA,NA,NA
NA,NA,2009,10561,2011,NA,NA,NA,NA,NA
NA,NA,2008,4000,2009,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
211,HHW SA- HAIER (GROUPE HACHICHA),2014,33395,2016,NA,NA,NA,1,0
NA,NA,2013,21699,2016,NA,NA,NA,NA,NA
NA,NA,2012,21319,2015,NA,NA,NA,NA,NA
